product_name,category,discounted_price,actual_price,discount_percentage,about_product,img_link,category_json
"Fire-Boltt Tank 1.85"" Bluetooth Calling Smart Watch, 123 Sports Mode, 8 UI Interactions, Built in Speaker & Mic, 7 Days Battery & Fire-Boltt Health Suite",Electronics|WearableTechnology|SmartWatches,$36.00,$144.05,75%,"Largest 1.85"" Display : View bigger on the screen with the industry’s largest 1.85"" display covering every edge possible and providing a crystal-clear resolution of 240*280 pixels|Bluetooth Calling On The Go - With Fire-Boltt Tank Smart watch, you have the freedom to access a quick dial pad and sync speed dial contacts on the watch. Make calls through the watch while you are in a traffic jam or a packed transport.|123 Massive Sports Modes - This watch is equipped with 123 kinds of sports to cover your health metrics at every inch of life.|Fire-Boltt Health Suite - Stay updated about your health with this fitness tracker, Monitor your blood oxygen levels at all times, 24/7 dynamic HR tracking available|Swift Smart Realistic Notifications Alert - Get timely alerts and reminders from all your social apps on that smartwatch. One click functioning enables you to a phone free life",https://m.media-amazon.com/images/I/41vQwUamFcL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""WearableTechnology"", ""sub_cat2"": ""SmartWatches""}"
"Elv Aluminium Adjustable Mobile Phone Foldable Holder Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Moonlight Silver)",Electronics|Mobiles&Accessories|MobileAccessories|Stands,$3.77,$18.00,79%,"Multi-angle adjustable stand: Free rotation of 270 degree viewing angle ensure the perfect angle of view and enhance the audio/video experience|Stylish design: Durable aluminum body, with a sturdy construction, can hold your phone steadily|Enjoy life: It's convenient to cook meals when you learn cooking through video teaching, without worrying about soiling the smartphones|Anti-slip pad: The anti-slip pad works perfect to keep your devices in place while in use and prevent from daily scratches and sliding|Fully foldable: ELV cell phone stand for desk can be fully folded to pocket-size, which will save you plenty of space and make it easy to carry anywhere; Very convenient for daily life|1 year warranty provided by the manufacturer from date of purchase",https://m.media-amazon.com/images/I/41pmcRIe45L._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""MobileAccessories"", ""sub_cat3"": ""Stands""}"
"Samsung Galaxy M13 5G (Stardust Brown, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,$168.06,$234.08,28%,"Upto 12GB RAM with RAM Plus | 128GB internal memory expandable up to 1TB||Superfast 5G with 11 5G Bands, Powerful MTK D700 Octa Core 2.2GH with Android 12,One UI Core 4|50MP+2MP Dual camera setup- True 50MP (F1.8) main camera + 2MP (F2.4) | 5MP (F2.0) front came|16.55 centimeters (6.5-inch) LCD, HD+ resolution with 720 x 1600 pixels resolution, 269 PPI with 16M color|5000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://m.media-amazon.com/images/I/41Ims-JX0kL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""Smartphones&BasicMobiles"", ""sub_cat3"": ""Smartphones""}"
"DYAZO USB 3.0 Type C Female to USB A Male Connector/Converter/Adapter Compatible for Samsung Galaxy Note s 20 10 Plus Ultra,Google Pixel 4 5 3 2 & Other Type-c Devices",Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,$1.67,$5.99,72%,"Compatibility: The Dyazo OTG USB is universally compatible with multiple devices including laptops, tablets, and smartphones for as long as they have a USB Type-C few examples are Samsung Galaxy (Note 10/ S20 FE Plus ),Google Pixel (4 5 4a 3 3A ,S21 ,13)|Product LIMITATION: This is a USB-C female to USB-A male adapter is made for charging cell phone or data sync transfer and it will NOT support video signal transmission. also does not support apple magsafe wireless|Fast data transfer: The Dyazo OTG USB offers an exceptionally fast data transfer speed 480 mbps saving you a lot of time that you would have otherwise wasted waiting & charging speed is 2 amp|Mini USB C adapter: This provision by Dyazo OTG USB stands the smallest in existence so far that can perfectly click in place.|Durability: The durability of the Dyazo OTG is beyond reproach, credit to the high-quality aluminum components that make it last longer.",https://m.media-amazon.com/images/I/4111qlSCaKL._SY300_SX300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""MobileAccessories"", ""sub_cat3"": ""Cables&Adapters"", ""sub_cat4"": ""OTGAdapters""}"
"KINGONE Wireless Charging Pencil (2nd Generation) for iPad with Magnetic and Tilt Sensitive, Palm Rejection, Compatible with Apple iPad Pro 11 inch 1/2/3/4, iPad Pro 12.9 Inch 3/4/5/6, iPad Air 4/5, mini6",Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,$31.20,$84.02,63%,"【2022 latest iPad Magnetic Charging】 The latest iPad pen developed by KINGONE provides true wireless charging without cables, just like Apple Pencil2. Automatic Bluetooth pairing and charging. You can keep charging your iPad while you carry it. It also perfectly solves the problems of obvious heating, slow charging, and sudden crash of the iPad when charging other wireless charging styluses. You can use it without any worries|【Ultra-High-Precision 0-delay】KINGONE's latest iPad pencil is equipped with the latest ultra-high-precision chip, which solves various problems such as slow response, disconnection, delay, and misalignment of other styluses. Whether you're drawing or taking notes, you can use it comfortably and have the same writing comfort as the Apple Pencil as if you were writing on real paper|【Excellent Easy of Use】This iPad stylus uses physical buttons. Compared with other touch switches, there will be no accidental power on/off, which greatly improves the ease of use and experience. 6 major functions such as quick screenshot, handwriting in the text box, shape correction, and return to the [home screen] with a single switch, enjoy iPad anytime, anywhere! Additionally, the nib is interchangeable with Apple Pencil 1st/2nd generation for a wide range of applications|【Tilt Sensing & Malfunction Prevention】KINGONE's latest iPad stylus is equipped with anti-palm touch and tilt sensing functions, allowing your hands to rest naturally on the iPad, just like drawing on paper. You can dynamically adjust the thickness of the lines according to the placement angle of the chip, and draw and write as you like. The perfect gift for parents, kids, friends, colleagues, and classmates!|【Compatible Models & Warranty】Pay attention to the applicable models! Please check your iPad model before purchasing. Compatible Models: iPad Pro 12.9-inch (3rd/4th/5th/6th generation), iPad Pro 11-inch, iPad Air (3rd/4th generation), iPad mini 6. If you have any questions during use, please don't hesitate to contact us",https://m.media-amazon.com/images/I/217Lv1D3bHL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""MobileAccessories"", ""sub_cat3"": ""StylusPens""}"
boAt BassHeads 100 in-Ear Wired Headphones with Mic (Black),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",$4.38,$11.99,63%,"The perfect way to add some style and stand out from the crowd with the boAt BassHeads 100 ""Hawk"" inspired earphones. Impedance 16Ω, Sensitivity (dB) 92db ±3db, Frequency Response 20Hz-20KHz|The stylish BassHeads 100 superior coated wired earphones are a definite fashion statement - wear your attitude with its wide variety of collection|The powerful 10mm dynamic driver with the speaker resistance of 16 ohm enables the earphone to deliver a punchy, rhythmic response to the most demanding tracks|Features a HD microphone to make crystal clear calls - making life easier on the go, play/pause music or answer/end calls with one-click, track forward with two-clicks or back with 3 clicks make these earphones extremely user-friendly|With 1.2 meters perfect length cable now plug it in anywhere with ease - while the earphones are extremely user-friendly and stylish, extruding premium coating on the wire cable is a manufacturing process that we've been performing and refining since our company's inception|Its impeccable fit won't let you take these wonderfully amazing earphones off, fits you perfectly without hurting your ears and the perfect arc, with different size ear tips helps you in achieving superior comfort even with long listening hours.|1 year warranty from the date of purchase",https://m.media-amazon.com/images/I/31IdiM9ZM8L._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""In-Ear""}"
"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Gaming, ENx Tech, ASAP Charge, IWP, IPX4 Water Resistance (Bold Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",$18.00,$53.90,67%,"Playback- Enjoy an extended break on weekends with your favourite episodes on stream, virtue of a playback time of up to 42 hours including the 6 hours nonstop playtime for earbuds. Frequency 20Hz-20KHz|Low Latency- Our BEAST mode makes these true wireless earbuds a partner in entertainment with real-time audio and low latency experience.|Clear Voice Calls- It dons built-in mic on each earbud along with our ENx Environmental Noise Cancellation tech that ensures a smooth delivery of your voice via voice calls.|boAt Signature Sound- Delve into your cherished boAt Immersive auditory time with Airdopes 141.|ASAP Charge- The earbuds are equipped with our ASAP Charge feature that offers up to 75 min of playtime in just 5 min of charge; while the carry case comes along with the Type C interface.|Instant Connect- Connect to your morning playlists without any hiccup via the Insta Wake N’ Pair technology that powers on these true wireless earbuds as soon as you open the case cover.|IP Rating- The earbuds' body comes protected with IPX4 rating for water and sweat resistance.",https://m.media-amazon.com/images/I/31GUbeFG3FL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""In-Ear""}"
"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",Electronics|WearableTechnology|SmartWatches,$23.99,$120.04,80%,"Fire-Boltt is India' No 1 Wearable Watch Brand Q122 by IDC Worldwide quarterly wearable device tracker Q122.【Bluetooth Calling Watch】- Fire-Boltt Phoenix enables you to make and receive calls directly from your watch via the built-in speaker and microphone. This smartwatch features a dial pad, option to access recent calls & sync your phone’s contacts.;【High Resolution Display】- Comes with a 1.3"" TFT Color Full Touch Screen and a 240*240 Pixel High Resolution this watch is covered to flaunt the sleek and stylish look always.|【120+ Sports Modes】- Track each activity effectively with this smartwatch & activity tracker. Track your calories, steps and much more while you are on your fitness journey. This fitness tracker has it all;【In Built Mic & Speaker】- Get HD calling experience with this power-packed watch. Enhance the look of your wrist with attractive colors and sleek finish|【Smart Health】- With the latest HRS3300 technology track your heart rate anytime of the day or even while you perform some activity. The optical sensors assure results so accurate. Monitor your blood oxygen levels to stay fit and healthy;【Smartphone Notifications】- Get all your mobile phone notifications on this 1.3"" Round Display Full touch smartwatch and never be late for a meeting, party or date.|【Gaming On Wrist】- Enjoy playing games on the wrist itself as you are on the go. 【Breathe Function】- Ensure your breathing exercise is fit and healthy with the breathing function.; 【Multiple Watch Faces】- Over 100 Cloud based watch faces to choose from and match your outfit and look each day everyday|Included Components: 1 Smartwatch, 1 Manual, 1 Magnetic Charger, 1 Warranty Card; Band Color: Black; Band Material Type: Silicone; Color Name: Black; Human Interface Input: Buttons touch Screen; Case Material Type: Stainless Steel; Clasp Type: Tang Buckle; Compatible Devices: Smartphone tablet iphone android, **Disclaimer** The charging USB needs to be connected to a 4.7V to 5V adapter only for best battery backup",https://m.media-amazon.com/images/I/41sHRWXCfvL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""WearableTechnology"", ""sub_cat2"": ""SmartWatches""}"
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",Electronics|WearableTechnology|SmartWatches,$21.60,$95.92,77%,"Bluetooth Calling- Wave Call comes with a premium built-in speaker and bluetooth calling via which you can stay connected to your friends, family, and colleagues|Dial Pad- Its dial pad is super responsive and convenient. You can also save upto 10 contacts in this smart watch|Screen Size- Wave Call comes with a 1.69” HD Display that features a bold, bright, and highly responsive 2.5D curved touch interface|Resolution- With 550 nits of brightness get sharper color resolution that brightens your virtual world exponentially.|Design- The ultra slim and lightweight design of the watch is ideal to keep you surfing your wave all day!|Watch Faces- Wave Call comes with 150+ Cloud watchfaces for you to pick from, complementing your every mood and outfit|HR, SpO2 & Breathing- Monitor your heart rate and blood oxygen levels on-the-go with the heart rate and SpO2 monitor. It also comes with Guided Breathing to help you relax and embrace mindfulness.",https://m.media-amazon.com/images/I/41d69zua5LL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""WearableTechnology"", ""sub_cat2"": ""SmartWatches""}"
"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators, Lightweight Earbuds & Multifunction Controls (Active Black, with Mic)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",$15.59,$35.89,57%,"Playback- Airdopes 121v2 offers a nonstop playback of up to 3.5H with each charge and an additional 10.5H playtime with the included charging case|Lightweight- With a dual tone finish on a lightweight ergonomic design weighing just around 4g per earbud, get ready to groove in full flow with Airdopes 121v2v2 TWS earbuds|Drivers- It possesses powerful 8mm drivers that pump out immersive auditory experience all day long|Battery Indicator- Its carry cum charge case also has the battery LED indicator that shows the remaining power for the case|Controls- The true wireless earbuds offer easy access multifunction button controls with stereo calling feature for an overall seamless user experience.|Bluetooth- These true wireless earbuds offer a true wireless experience for real time audio with Bluetooth v5.0.|Voice Assistant- You can access the instant voice assistant via just a single press of the Multifunction Button|1 year warranty from the date of purchase",https://m.media-amazon.com/images/I/31KjuRb9oNL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""In-Ear""}"
"SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics|Accessories|MemoryCards|MicroSD,$6.83,$12.00,43%,Ideal storage for Android smartphones and tablets|Up to 140MB/s transfer speeds to move up to 1000 photos per minute|Load apps faster with A1-rated performance|Class 10 for Full HD video recording and playback|Compatible with SanDisk MobileMate USB 3.0 microSD card reader,https://m.media-amazon.com/images/I/41ML8ZbPiiL._SY300_SX300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Accessories"", ""sub_cat2"": ""MemoryCards"", ""sub_cat3"": ""MicroSD""}"
"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",Electronics|WearableTechnology|SmartWatches,$24.00,$60.01,60%,"Sharp and bright display: The 1.69’’ TFT display with 240*280px and 550 nits brightness ensures visual treat every time you look at the watch.|Tru Sync: Experience fast and stable connectivity with low power consumption.|BT calling: Stay in touch with your friends - right from your wrist.|Utility features: Use the utility features at your disposal and become more productive - get hand wash reminders, idle alert and drink water reminder, weather forecast, set alarms and more.|Noise Health Suite: Lead a better life with the battery of wellness features available in Noise Health Suite.|150+ cloud-based & customised watch faces: Style your watch the way you like to – choose from 150 cloud-based & customised watch faces.|100 sports modes with auto sports detection: Stay active and track all that you are doing with auto sports detection mode.",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41Peg4pz7fL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""WearableTechnology"", ""sub_cat2"": ""SmartWatches""}"
"boAt Rockerz 255 Pro+ in-Ear Bluetooth Neckband with Upto 40 Hours Playback, ASAP  Charge, IPX7, Dual Pairing, BT v5.0, with Mic (Active Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",$16.79,$47.90,65%,Playback- Leave all charging worries at bay as the Rockerz 255 Pro+ comes with a humongous battery back up of upto 40 hours(@50% volume|ASAP Charge- With a few minutes of ASAP Charge you can get upto 10 hours of audio time by charging them for only 10 mins. Charging Tme : 1.5 H|Drivers- The unbeatable boAt signature sound shines through no matter what are you playing courtesy its 10mm drivers.|IP Rating- Rockerz 255 Pro+ are perfect for the outdoors and daily workout as they are IPX7 rated.|Controls- Its multi-function Integrated controls lends an intuitive listening experience with volume increase and Decrease and Stop and Play buttons|Dual Pairing- This neckband features dual pairing so that you can connect 2 devices at once. Live a wireless life with advanced BT 5.0 technology.|Magnetic Earbuds- Live tangle- free life with its magnetic earbuds. Note: They do not support play/pause function,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31HCup1pqFL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""In-Ear""}"
"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",$1.79,$4.79,63%,The earphone comes with a snug fit providing utmost comfort while wearing them regularly. Connect the 3.5mm jack to the phone and wait for a few seconds for the product to get sync with the phone. Water Resistant : Yes|The snug-fit also ensures a passive noise cancellation so that you can bask in the pure audio experience.|Impedance 16 Ω|Frequency response 20Hz-20kHz|Cable length 1.2m|Country of Origin: China,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31DYx7AhW6L._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""In-Ear""}"
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",$7.19,$11.99,40%,"JBL Signature Sound|Lightweight and Comfortable : The 3 sizes of ear tips (S,M,L) that are included allow you to choose a size that gives you the most comfortable listening experience even for longer listening periods|JBL Signature Sound. Frequency range:20-20kHz,Driver sensitivity:100±3dBSPL, 1mW,Maximum SPL:5mW|Extra Deep Bass. Troubleshooting steps : Kindly ensure 3.5mm port on Host device is clean and dust free and 3.5mm jack of the earphone is adequately inserted inside the input device port|Noise Cancelling Microphone|One-Button Universal Remote with Mic|Quick Launch Access to Google Assistant / Siri",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31NnmYempPL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""In-Ear""}"
"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",$14.65,$47.90,69%,"Playback- It provides a massive battery backup of upto 15 hours for a superior playback time. Charging Time : 3 Hours|Drivers- Its 40mm dynamic drivers help pump out immersive HD audio all day long.|Earcushions- It has been ergonomically designed and structured as an on-ear headphone to provide the best user experience with its comfortable padded earcushions and lightweight design|Controls- You can control your music without hiccups using the easy access controls, communicate seamlessly using the built-in mic, access voice assistant and always stay in the zone|Dual Modes- One can connect to boAt Rockerz 450 via not one but two modes, Bluetooth as well as AUX|1 year warranty from the date of purchase",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/315vj6oj-FL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""On-Ear""}"
"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",Electronics|WearableTechnology|SmartWatches,$18.00,$83.91,79%,"Screen Size: The 1.69 inch HD full touch display with 500 nits of brightness will bring every detail to life!|Resolution: Get sharper color resolution that brightens your virtual world exponentially.|Slim Design: The ultra slim and lightweight design of the watch is ideal to keep you surfing your wave all day!|Sports Modes: Track your daily activity: calories burnt & steps taken. Choose from multiple sports modes which include Walking, Running, Cycling, Climbing, Yoga, Basketball, Football & many more|Google Fit & Apple Health: The watch supports Google and Apple Fit to seamlessly monitor your health.|IP Rating: Sweat freely while you work out with IP68 dust, sweat and splash resistance.|Watch Faces- Customize your style with 140+ based watch faces.",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41rxRY5TDSL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""WearableTechnology"", ""sub_cat2"": ""SmartWatches""}"
"JBL C50HI, Wired in Ear Headphones with Mic, One Button Multi-Function Remote, Lightweight & Comfortable fit (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",$5.99,$11.99,50%,"JBL Signature Sound|Lightweight and comfortable: The 3 sizes of ear tips (S,M,L) that are included allow you to choose a size that gives you the most comfortable listening experience even for longer listening periods.|High Clean Bass. Troubleshooting steps : Kindly ensure 3.5mm port on Host device is clean and dust free and 3.5mm jack of the earphone is adequately inserted inside the input device port|Noise Isolation Microphone, Dynamic frequency response range (Hz) 20 Hz – 20 kHz. One-Button Universal Remote with Mic|Quick Launch Access to Google Assistant / Siri|Ultra Lightweight and Comfortable with 3 sizes of ear tips|High Fidelity Twin Cable|What's in the box : 1 pair JBL C50HI headphone, 3 sets of ear tips (S, M, L), 1 Warranty and safety card",https://m.media-amazon.com/images/I/31rmf+p45oL._SY300_SX300_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""In-Ear""}"
"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,$4.19,$15.59,73%,"PTron bullet pro is a 36w charging power car charger passed the rigorous test by USB compliance standard and it's fast and safe to provides you the best possible quick charging performance|Qualcomm quick charge 3.0 technology charges QC3.0 enabled smartphones up to 80 percent faster, up to 4X faster than standard chargers via USB C or micro USB cable (cables are not included)|You can charge 3 devices simultaneously, it features 2 USB ports, 1 type C port, and 36w device output which is more than enough to charge smartphones or tablets at the same time|With a built-in USB Type-C port with Power Delivery (PD), charge all USB-C compatible devices at full speed from this travel-ready car outlet adapter.|It's built-in smart IC chip, ensures complete protection for you and your devices, including over-heating, over-current, high-temperature protection and short-circuit protection|It is compact, lightweight, well build quality and can be easily carried in a pocket, purse or suitcase|Extensive compatibility with USB-C and USB-powered devices including phones, tablets, dash cams, etc",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41LZP1CmYRL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""MobileAccessories"", ""sub_cat3"": ""Chargers"", ""sub_cat4"": ""AutomobileChargers""}"
"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",Electronics|WearableTechnology|SmartWatches,$19.20,$48.01,60%,"1.69"" grand display: Get the rich immersive viewing experience on the 1.69"" LCD display.;60 sports modes: Take your pick from a wide range of 60 sports modes. Charging Time 2.5 hours|Instant charge: Now enjoy more than a day’s worth/25 hours of battery in just 15 minutes of charge. Battery Capacity: 260 mAh;150+ cloud-based & customisable watch faces: Choose from 150+ cloud-based and customisable watch faces and change your look to suit your outfit.|Noise Health suite: Get valuable insights about your health from Noise Health Suite featuring 24*7 heart rate, stress, blood oxygen, sleep monitor and menstrual cycle tracking.;Quick-replies to texts and calls: Stay in touch with the world with quick replies available for Android.|IP68 waterproof: Live your life the way you want to, thanks to the IP68 waterproof rating.; 7-day battery: Charge your watch once and go about your week without a hitch.|Connectivity Technology: Usb; Compatible Devices: Smartphone; Included Components: ‎Smartwatch, Magnetic Charger, User Manual, Warranty Card; Item Type Name: Smartwatch",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41qqmdUWnhL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""WearableTechnology"", ""sub_cat2"": ""SmartWatches""}"
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",Electronics|WearableTechnology|SmartWatches,$18.00,$96.03,81%,"Fire-Boltt is India' No 1 Wearable Watch Brand Q122 by IDC Worldwide quarterly wearable device tracker Q122.【1.69” HD Large Touch Screen】- Fire-Boltt Ninja 3 comes with a 1.69” HD Full Touch Display for smooth swipes and clear vision;【SPO2/ Oxygen, Heart Rate】 - Fire-Boltt Ninja 3 Smartwatch comes with real time 24*7 SPO2 / Blood Oxygen tracking, Dynamic Heart Rate Monitoring (If a patient is suffering from Covid 19 please use a medical device prescribed by the Doctor)|【60 workout modes】- This smartwatch consists of 60 sports mode to track. Keep a track of all your activities and compare history to analyse your performance. Count steps, distance, and calories burned.;【IP68 Water Resistant】- This smartwatch can withstand dust, spills, raindrops and is sweatproof too|【POWERFUL BATTERY】 - About 7 days battery life and a Standby Time of 25 Days 【Multiple Watch Faces】- Unlimited Customized Built in Watch Faces and also multiple watch faces through the app;【Stay Social Stay Updated】 – Inbuilt Social Media Notifications.|【All In One Smart Coach】 - Track your Daily Steps, Sleep, Fitness, Sports, Heart Rate and SPO2 【Enjoy Music And Camera Control】 【IP68 Water Resistant】- This smartwatch can withstand dust, spills, raindrops and is sweatproof too;Clasp type: Tang Buckle; water_resistance_level: water_resistant. System requirements: Compatible with android 4.4 or above, iOS 8.0 or above, Bluetooth version 5.1 or above.|Case Material Type: Plastic; Connectivity Technology: Bluetooth; Compatible Devices: Smartphonetablet; Band Material Type: Silicone; Color Name: Black; Human Interface Input: Touch Screenbuttons; Item Type Name: Smart Watch; Included Components: 1 Smartwatch, 1 Manual, 1 Magnetic Charger, 1 Warranty Card; Band Color: Black",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41ApzUQQFVL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""WearableTechnology"", ""sub_cat2"": ""SmartWatches""}"
Boult Audio BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Black),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",$3.95,$11.99,67%,"In-line Controls: Answer/reject/ calls, play/pause, voice command.|Ergonomically designed drivers: Aerospace grade AL alloy drivers give the best acoustics, 3D HD sound and a punchy bass. IPX5 Water-Resistant|Ear fins for Sport Fit: Ear loop hold your buds in ear stably (colour of the ear loops may vary), perfectly fit for running, climbing, hiking, cycling etc|Extra Bass: Boult’s Neodymium technology enables drivers to deliver extra punchy and deep bass with accentuates the warm mids and crystal clear sparky highs|Built-in Mic: Condenser microphone for HD calls and Siri/ Google assistant voice command|Lightweight , comfortable & premium metallic finish, Tangle Free",https://m.media-amazon.com/images/I/31DbAD6EoCL._SX300_SY300_QL70_FMwebp_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""In-Ear""}"
